conv_id,text,predicted_intent,confidence,intent_id
3089,@AmazonHelp .....worst customer service provided. Switching to another online web platform right now.,general_feedback_or_praise,85.0,11
3090,@115850 Any chance of you picking up the mi a1? I don't want to use the... Uhmmm..... Other guys....,cancellation_or_change,60.0,
3091,"@115821 I know y'all A/B test like bosses, but please tell me some test didn't tell you to NOT put the release date near the preorder button https://t.co/6P0GTQlpR3",app_or_site_technical,70.0,
3092,@AmazonHelp I was sent cheap chinese fones twice instd of prepaid 1plus5.i retrnd thm. But wher is my refund of 40k? Its bn a month,refund_or_return,85.0,3
3093,"Amazon Prime: ""Order within this timeframe for guaranteed two-day shipping""

Also Prime: ""Aye bruh your shit's delayed a day or two""",general_feedback_or_praise,80.0,11
3094,"@115851 my Case ID4000785252   i seller in india, plz check my cause and call +91 9016876311",other,50.0,
3095,Since oct 3 I've placed return request. Yet there is no pick up. What wrong with you guys @115850 and your courier service @149473,refund_or_return,80.0,3
3096,"Please look into the matter seriously. Order is cancelled two times mentioning the same reason.
@120781 @115850  @131027 https://t.co/NKQANJ4o38",cancellation_or_change,70.0,
3097,@AmazonHelp need some help fam,other,60.0,
3098,@118919 Amazon proved 3rd time in a row that they are not trust worthy..money taken no product delivery and no response,delivery_problem,85.0,2
3099,"@115821 i hate your pick up  service  plz give solution +91 9016876311
my email __email__",delivery_problem,75.0,2
3100,@AmazonHelp do I have a job still or no?,account_access,50.0,
3101,@119625 when are you planning to bring EPL on your platform.,digital_content,70.0,
3102,"@115850 awful service, bluff,fraud, shows price of item as Rs11700 whose actual MRP is RS3995. Totally unbelievable  and discussing.",general_feedback_or_praise,75.0,11
3103,"Got my 8GB #OnePlus5 for just 28K thanks to @115850  @83066 &amp; @16999 's debit card :) 

PS- @132994 I love the device. https://t.co/CuB4MTgasK",general_feedback_or_praise,80.0,11
3104,@115850 Your executive just disconnected my phone while I wss speaking as he couldn't give me assurance about delivery of my product.,delivery_problem,85.0,2
3105,It would be nice if @115830 warned you about custom charges before you order something 😬,general_feedback_or_praise,65.0,
3106,@amazonhelp my order was supposed to ship on friday today is sunday sill nothing. My account wont even login :(,order_status,90.0,1
3107,@115850 what kind of tracking system you got where there is no certainty about the order status and it's arrival.,order_status,85.0,1
3108,@115850 Really disappointed with amazon chat agent. Closed my chat even when i was online. This was not expected from Amazon.  😞 https://t.co/fPDPLcpuYc,general_feedback_or_praise,80.0,11
3109,"@AmazonHelp No No I am sorry sir, bcoz i believed amazon providing good services. But v all knw what is going on in ur company services.",general_feedback_or_praise,70.0,
3110,@115850 I have not got credit card cash back on many transaction done in last 6 months,billing_or_payment,75.0,5
3111,@AmazonHelp Nothing helpful i found...,general_feedback_or_praise,60.0,
3112,@115850 U R updating false things on tracking sys. I haven't received prdt bt sys says delivered &amp; signed by me. @118702 @4030,delivery_problem,90.0,2
3113,Very disappointed with @115850 i have returned my package 20 days back and I haven't received replacement for that.,refund_or_return,85.0,3
3114,Does anyone else have a damn @115821 @AmazonHelp Alexa that just chunters when you haven't asked anything? I can't listen to THAT &amp; ROS now.,digital_content,75.0,9
3115,"@115850  Worst delivery experience ever , 7 days gone but not received my order yet..
You need to improve your delivery speed.",delivery_problem,90.0,2
3116,@AmazonHelp @115850 why can't u fix this app problem? Works 10% of time if lucky. Spoke 2 CS helpcntre. Did as they said. Back to square 1 https://t.co/vQRwrVzpFc,app_or_site_technical,80.0,8
3117,"@115850 new strategy by AmazonIN if you are not satisfied take your money and get lost.what about our time, emotion, need, feelings.",general_feedback_or_praise,70.0,
3118,"@116618 , Why are the episodes unavailable? https://t.co/hC1mjyz3Ob",digital_content,75.0,9
3119,"@115850 There's a bug in your site., Price in the lightning deal is not reflecting in the check out page. @123288",app_or_site_technical,80.0,8
3120,"@115850  ORDER # 408-0387500-3836361 never delivered and showen as delievered directly in the hands of the customer, whats happening?",delivery_problem,90.0,2
3121,Thank you @115850 for delivering law books in time Your services are amazing !!,general_feedback_or_praise,85.0,11
3122,"@115850 Hi I placed an order for Redmi note 2 just a while ago, but minutes after it. The order was cancelled automatically. Why is this",cancellation_or_change,80.0,4
3123,"@115850 I placed order for Redmi 4, but mins after it, it was cancelled automatically. order no is 402-9300257-9709134 want to know reason",cancellation_or_change,80.0,4
3124,"@115850 order 408-0591763-9379520
refund rqstd. on 21st Sept. today is 8th Oct..
product was collected after 1 mnth when a rev pickup scd. https://t.co/PRyexirG40",refund_or_return,85.0,3
3125,"Why, oh why is the Fire stick remote so small? Can we have a paging feature, please!!! @115821",general_feedback_or_praise,60.0,
3126,@115821 @118919 @115850 got the invite ; planning to guy the bot; quick question- I already have prime membership; will it extend,subscription_membership,70.0,
3127,@115850 some fraud is also going in Our country also..I heard. ALLOW DM,general_feedback_or_praise,65.0,
3128,"Biggest discount lightning deal on @115850 save you Rs.1
🤔🤔🤔🤔😝😝😝😝

Lightning deals are becoming jokes 🤡😎😀😁😉😊😋🤗🤗

https://t.co/BXn64d7CSE https://t.co/gFJQugLRQB",general_feedback_or_praise,70.0,
3129,@AmazonHelp Need some sort of action on this.  Are these calls recorded?  Can you please look into this ASAP?,other,75.0,12
3130,@8623 @115850 @AmazonHelp shitty service from amazon. Cancelled order twice &amp; stupid reason. Order#404-9941761-3189121 https://t.co/1aDQCrlFsX,cancellation_or_change,85.0,4
3131,"@115850 when will Amazon prime video support @5525

Please bring it fast",digital_content,70.0,
3132,"@115850 Every time I order frm my,It gets 2 other area of Mumbai sends it to other location and the delivery guy puts attempt delivery.",delivery_problem,85.0,2
3133,"Dear @AmazonHelp , I have been charged thrice for the same order.. can you check if my order has been processed successfully? https://t.co/hPtkrxq2UB",billing_or_payment,80.0,5
3134,@115850  broght falls itm frm ur site i want retrn bt custmer care nt grantng me4 retrn n i hv10 day retrn policy please hlp no 9560874566,refund_or_return,85.0,3
3135,"@115850 Don't you think that you are making customers fool...by calling it ""APNI DUKAAN""...!!",general_feedback_or_praise,75.0,11
3136,"Excited to see what the Indian version of Alexa has to offer 😎.

@115850 can it make chai?

#Alexa #indiatech #AmazonEcho",digital_content,70.0,
3137,All talk of Amazon great service is nonsense. They are terrible. No call still &amp; this to a prime customer. @115850 #AmazonSucks https://t.co/0DuYoODa4D,general_feedback_or_praise,80.0,11
3138,@115850 I bought a new phone through amazon. You have sent me an used one and its a clear case of cheating. I Want refund not replacement,product_defect,90.0,6
3139,"@115850 Order 5568 not received timely even extra charged for that, wrong Massage forwarded'Held for payment even nobody came to deliver.",delivery_problem,85.0,2
3140,@117093 I was charged 16$ for amazon fresh which I didn't sign up for! FRAUD ALERT 🚨,billing_or_payment,90.0,5
3141,@115850 why ur service falls so much? no changes in delivery status even after 30 hours! Still waiting for the delivery,delivery_problem,90.0,2
3142,Is it wise to have prime membership in @119625 ?,subscription_membership,60.0,
3143,@AmazonHelp ordered item on Thurs for prime delivery Fri. Still not here. No notification that it would be late either. Still pending. Help.,order_status,85.0,1
3144,"@115821  You're an awesome site, but your customer services is the WORST.  Always horrible.  Shockingly horrible.  #FixIt",general_feedback_or_praise,80.0,11
3145,@115850 odrd product with 2day delivery paying 80rs.item nt dlvrd and had 2 reschedule fr tmrw as 2day is holiday.So getting late by 2 day,delivery_problem,85.0,2
3146,I have not yet received my product but @AmazonHelp @115850 @29979  updated it as delivered #poorservice  #Irresponsible https://t.co/Q5DzYOcwYf,delivery_problem,90.0,2
3147,@115850 worst service by ur team placed an order twice bt its cancelled without informing me n no reason is being given 4 d same,cancellation_or_change,85.0,4
3148,@115850 Can u please help me in closing an Amazon account associated with my mobile number?,account_access,80.0,7
3149,Did you stop your voice service through customer care service number 1800 3000 9009  ??? @115850 🙄🤔😬,other,60.0,
3150,What I ordered and What is delivered.Good going @115821 This is why Mum doesn’t rely on online shopping.Thanks for proving her right https://t.co/ATuMShIMEF,product_defect,85.0,6
3151,"@115850 Bought a detergent yesterday, received open &amp; torn packaging with detergent spilled all over the packaging. https://t.co/qNEZbI6rVt",product_defect,85.0,6
3152,@AmazonHelp i want to cancel  Order #171-3584174-6486758,cancellation_or_change,90.0,4
3153,"@137341 Hi got some credit on buying bournvita, but code is not working plz help. https://t.co/s4HpYaGG2x",other,60.0,
3154,@115830 Why is your delivery route so long? I live in Stirling and you send parcels from West of Glasgow to Edinburgh to Dundee. https://t.co/1WryZaznPA,delivery_problem,75.0,2
3155,"I really hope @115821 doesn't fail to send my package again, had to cancel, reorder a week later than I was told it'd arrive #ShadowOfWar",delivery_problem,80.0,2
3156,@AmazonHelp @115850 Why would you guys block my number for the call back service when I have been a regular customer since years now?,account_access,70.0,
3157,"@115850 Alright, now this is becoming a very annoying habit. I have not received this item and yet the status says delivered. https://t.co/NJ9JsVR5wi",delivery_problem,85.0,2
3158,@115850 Why there's no transparent return policy when my indian e-commerce @118702  is having a better return policy than u!Don't cheat😢,general_feedback_or_praise,65.0,
3159,@AmazonHelp again disappointed by the seller of amazon. Delviering wrong product in d name of other product,product_defect,80.0,6
3160,"@115850 Placed order # 408-2659127-7765101 for adding money in pay balance, 45 mins later money not added in pay balance",billing_or_payment,70.0,
3161,@115830 I can believe the appalling service I have received from you today after my card was used fraudulently on Amazon!,billing_or_payment,80.0,5
3162,@115850 As I purchased a product from Amazon on 6th of Oct. While purchasing they said item will be delivered with in 3-5 business days.,order_status,75.0,1
3163,"@115850 amazon pay is a bad  option for purchasing, I can't back my money in my bank account from Amazon pay.",billing_or_payment,75.0,5
3164,It's time that @115850 gift cards came with a qr scan. It's such a pain to add on iOS. #feedback,general_feedback_or_praise,60.0,
3165,Why am i blocked.. My 3 products not delivered..@115821 https://t.co/tYfqgdkcgh,delivery_problem,75.0,2
3166,"Amazon sale is very pathetic and fully dependable on their courier services.
They even don't have final solution for their customers.",general_feedback_or_praise,70.0,
3167,@115850 after reporting copyrightinfringement you repeatedly say you removed the page. But its still there!! : https://t.co/njtSoG9j65,other,60.0,
3168,@115850 @AmazonHelp If you guys don't have stock then don't accept the order why u allaking fool of all. Still no updates of order. https://t.co/QRLLFzQLO3,order_status,80.0,1
3169,"@115850 Fake Offers ...cancelling orders.....poor support..Check order
Order171-8002716-6517137",cancellation_or_change,85.0,4
3170,@115851 WORST CUSTOMER SERVICE AMAZON INDIA Order #171-7608331-2267505 not able to solve the problem in spite of repeated requests.,general_feedback_or_praise,75.0,11
3171,@115850 I had received the invitation to buy the Amazon Echo https://t.co/wVrrHcxCLa I am ready to buy this.Thanks Amazon for such a cool.,general_feedback_or_praise,65.0,
3172,Annoyed I can’t get the Star Date skill on my @115833. US only maybe?,digital_content,70.0,
3173,@115821 @115850 @118702 @120781 Abused by the delivery person(+91-8777520421),delivery_problem,75.0,2
3174,Tempted to buy Amazon Echo. Thank you @115850 for the invite only mode.. You have given me time to think😛,general_feedback_or_praise,65.0,
3175,"@115850 Ordered iPhone7 15 days ago.Shows delivered but I haven't received. 2 rounds of ""investigation"" and still no update.Pathetic!",delivery_problem,90.0,2
3176,"Hi @AmazonHelp , my order id is 406-5211780-7866716, it is in hub from last 36 hours &amp; on hold, can u contact them and make it deliver ?",order_status,80.0,1
3177,Home page it shows 749 but on opening link it's 2000+ @115850 https://t.co/VoHKbr7ZZJ,app_or_site_technical,70.0,
3178,@115850 i place 2 Order # 406-0047227-2461909 &amp; 406-9046171-0664359. I select wrong delivery address by mistake. Plz update my address,cancellation_or_change,85.0,4
3179,@AmazonHelp I place 2 order 4__credit_card__ &amp;                         4__credit_card__ I select wrong delivery address by mistake. Fix it,cancellation_or_change,85.0,4
3180,@115850 cant call you guys. Need to talk abt order which i am trying to place. Callback on 800040228,account_access,65.0,
3181,@119625 when's Tom Clancy's Jack Ryan set to debut?,digital_content,60.0,
3182,@115850 worst services from your company and concerned department,general_feedback_or_praise,70.0,
3183,@115821 I am having issues in purchasing the one plus 5 in exchange off Karbon titanium S5 but the app &amp; website is giving error since Sept https://t.co/OHf1JKahiD,app_or_site_technical,80.0,8
3184,"@AmazonHelp ordered a game last Tuesday &amp; it still hasnt arrived, its been delayed until the 11th without an explaination. Do you know why?",order_status,75.0,1
3185,I can’t wait till the book I ordered comes in @115821,order_status,70.0,
3186,why won't my books ship . @AmazonHelp,order_status,80.0,1
3187,@AmazonHelp Tying to order @951 Moto G5S plus with cost emi using axis bank credit card. But its adding the interest!! Help?,billing_or_payment,75.0,5
3188,"Hey @115850 , Unable to place order for Samsung GalaxyJ7 prime Gold16GB. Getting Empty cart after Clicking on checkout/Buy now.Pl Chk it https://t.co/5RR9rrynwI",app_or_site_technical,85.0,8
3189,"@115850  Not able to login ""Amazon.in"" since week as, URL not opening Amazon page.Looking for immediate assistance.#1/1",account_access,85.0,7
3190,"@115850 @115821 Firstly you send faulty product &amp; then you reschedule pick from my place without informing date &amp; time
Provide Refund ASAP https://t.co/EAWuLUQoyr",refund_or_return,90.0,3
3191,sad to see India Amazon @115851 no longer has a book sale amongst all its other sales ...death of the world's largest bookstore !!,general_feedback_or_praise,70.0,
3192,Never usually have a problem with @115830 deliveries but still waiting for my Guaranteed same day delivery due Friday. Son very upset.,delivery_problem,80.0,2
3193,"How @115850 enjoy contest. 
1. Keeps contest.
2. Curator activates account after 1 year to play contest.
3. Same answer patterns. https://t.co/4K7Ipr06qe",other,60.0,
3194,"Hey @115850 since your customer care is worst as usual, can you help me with my order which isn’t deliver yet!?",delivery_problem,85.0,2
3195,@115850  please resolve this issue can't add the lightning deal product in my cart https://t.co/sP5X1kvfXF,app_or_site_technical,75.0,8
3196,"this is @115850 #amazonKiLoot
https://t.co/7YFxlrgvLi",other,60.0,
3197,@115850   If i buy prime membership from my existing account and pay by Pay Balance... Will i be eligible for the 20% Load Money offer..?,subscription_membership,80.0,10
3198,@115850 hw are u selling a device which is priced @ 1999 on the manufacturers website @ 150% of the MRP? https://t.co/usPJLAtOxi,other,70.0,
3199,"@AmazonHelp i ordered an item and got a different one.
I want to send it back to you.
Can I send it from other country to you in the US?",refund_or_return,85.0,3
3200,@115850 No use of prime membership. Cancel n revert my money. Wasted so much valuable time in Amazon. Revert money. Good bye 👋🏼,refund_or_return,90.0,3
3201,Erm @115821 I messaged more than a month ago saying I haven't received any item &amp; still haven't received a refund...ebay is so much quicker!,refund_or_return,85.0,3
3202,My nephew’s birthday party is today. I still don’t have his present @amazonhelp should have delivered it on Thursday.,delivery_problem,90.0,2
3203,"@115850 if you wish to not to deliver my products, no worries. Pls give my money back🙏🏽
@AmazonHelp #amazonworst",refund_or_return,85.0,3
3204,Where is my parcel @AmazonHelp??? 🙄 First email was sent on THURSDAY. https://t.co/lmku6BmgJb,order_status,85.0,1
3205,Subscribed to Amazon Prime with an effective price of 200 bucks. Awesome deal. Thanks @115850,subscription_membership,90.0,10
3206,"@115850 what a super fast service, ordered the product yesterday and received it today..... Jumbo speed 😊👍",general_feedback_or_praise,80.0,11
3207,"@115850 Nobody came to deliver the package. Here is wat the status say.
Wat action is required from our end? https://t.co/Unr8GbsxxK",delivery_problem,90.0,2
3208,@115850 ANOOP was being rude to me for no reason. He raised his voice and when I asked him the reason he disconnected the call.,delivery_problem,80.0,2
3209,"@115850  Pls refer Amazon.in order number: 408-8121690-7261949, delivery is delayed by 5 day and on. Still I am not getting clear status.",order_status,85.0,1
3210,"@115850 
No luck yet with my delivery.... #amazonprime is a waste of money.... https://t.co/bk8DMQt8sB",general_feedback_or_praise,80.0,11
3211,@115850 fast delivery ordered last nite and it arrived in less then 12hrs keep up the good work and offers https://t.co/cc7aRvwQFp,general_feedback_or_praise,80.0,11
3212,"Really disappointed with the delivery, till not received after commitment by customer service @115850 https://t.co/kZY59pGW0Z",delivery_problem,90.0,2
3213,Absolutely disgusted with @115821 service! A seller has backtracked on their word and Amazon have closed a claim in favour of them! Beware!,refund_or_return,85.0,3
3214,It is literally easier to swim to Somalia than return anything from @115821,other,60.0,
3215,@AmazonHelp I had ordered a product which is not yet delivered and customer care said that would refund.I didn't order to get refund.,delivery_problem,85.0,2
3216,@AmazonHelp Okay pls correct it then. I’ll delete the original tweet,other,50.0,
3217,@115850 @AmazonHelp why is a cloudtail sold bag not eligible for return? Please resolve! thanks,refund_or_return,85.0,3
3218,Ending my #amazonprime membership because I will anyway receive my product in 6 days despite being so-called PRIME. @AmazonHelp,subscription_membership,90.0,10
3219,@115850 @AmazonHelp what is happening on order 171-0360384-4991563 marked as delivered but not recd is it cheating?,delivery_problem,85.0,2
3220,"@115850  i have made atleast 20 calls to the Amazon customer care to get refund for a poor product and got refund in two

Best Regards https://t.co/EpAfYIqtQj",refund_or_return,90.0,3
3221,"@115850  in two installments however still waiting for refund of courier charges...

Best Regards",refund_or_return,85.0,3
3222,@115850 how could u cancel ky order without my permission.. 😤,cancellation_or_change,85.0,4
3223,"Thanks @AmazonHelp for the assistance and speedy resolution with my order, didn’t have to jump through hoops 👌🏽",general_feedback_or_praise,85.0,11
3224,"@115850 
Strange my product review denied not sure why. this is what I am experiencing and would like others to know know..",general_feedback_or_praise,70.0,
3225,"@115850 
Can someone review this feedback and Suggest why this is denied by Amazon...",general_feedback_or_praise,70.0,
3226,@115850 your return pickup has been delayed. When can I expect someone to pick it up? Order: 171-3098591-0132320,delivery_problem,85.0,2
3227,"@115850 
Suggest to call out potential issues at checkout for third party sellers. This will help in minimising issues

Best Regards",other,60.0,
3228,"@AmazonHelp hi guys, don't you make DTH recharges? when will this be available? @17120",other,60.0,
3229,Amazon delivered used monitor scratches/broken seals!407-4263609-8713959. Amazing prime exp! #AmazonGreatIndianFestival #AmazonIndia #Amazon,product_defect,90.0,6
3230,Absolutely #unhappy n #disappointed with amazon india's return policy. Partial refund for returned items! @115850 #onlineshopping #Amazon,refund_or_return,85.0,3
3231,@118919 ...There is no rpy or any response from Amazon....From lat 7 days,other,60.0,
3232,@115850 @174957 I went crazy for a moment when I saw the price and image😜 but then I saw the name😂 LOL https://t.co/yvOf9wrKmJ,general_feedback_or_praise,70.0,
3233,@115850 return all item but didn't receive 1item how its possible its just cheating with me,refund_or_return,85.0,3
3234,@115850 worst and pathetic online shopping portal I have ever see chat team just not helping and disconnect,general_feedback_or_praise,90.0,11
3235,@116439 are you having problems with the apps.Only sky news loads.All the others I use won’t load.Have factory reset but still no joy,app_or_site_technical,80.0,8
3236,@AmazonHelp what's the best way  to contact AmazonUK about the below? https://t.co/SpRdSOlDgK,other,50.0,
3237,@115850 Ac is on hold. Not able to buy anything. Please do needful 2 resolve de issue asap. Registered mobile no. 9870413961,account_access,80.0,7
3238,"My reviews are not published because I mentioned the issue with delivery,why would you not want your customers know the issues? @115850",general_feedback_or_praise,70.0,
3239,Why do @115830 never listen when I ask them to leave my package in our front garden if we're not in?! Stop disturbing the neighbours! 😩,delivery_problem,85.0,2
3240,"Product good but delivery bad. Should this not be in the review? Where You don't do the delivery, people need to know. @115850",delivery_problem,85.0,2
3241,@AmazonHelp Dishonest delivery setup. Worst cust care. Order no 404-1061350-8629132 against canceled order at high price &amp; late delivery.,delivery_problem,90.0,2
3242,Thanks @115821 for what may be the best protected two packs if quavers 'ever' !!!!!!! https://t.co/Uzs2NIsMN4,general_feedback_or_praise,70.0,
3243,"@AmazonHelp Echo/Music Unlimited and Prime Video APP (PS4) is not working since yesterday, any ideas when the issues will be fixed? Thanks",app_or_site_technical,85.0,8
3244,"@117795 Unethical delivery setup. Worst cust care. Order no 404-1061350-8629132 against canceled order at high cost, late delivery.",delivery_problem,90.0,2
3245,Amazon delivery guy just threw my post at me 😐 ta fam,delivery_problem,85.0,2
3246,"@115850 
i have ordered INSTANT mix khaman Dhokla.With that i got the bill of Dry iron of someone else. I didn't get bill of my order????",billing_or_payment,70.0,
3247,@115850  Wanted to applause the services.Recieved an empty box  and refund process was processed in seconds now waiting for refund in acc.,refund_or_return,90.0,3
3248,"ordered HD from @115850, order cancelled and price increased by 2K. good game @115821, poor explanation by @AmazonHelp Customer care.😒😒😒",cancellation_or_change,85.0,4
3249,@115850 Paid 255 for order which was cancelled from your customer service guys coz of issue during transit. Now I am being refunded 216 https://t.co/IKgCUHXX1f,refund_or_return,85.0,3
3250,"Hey @115821,where's my #Journal3SpecialEdition?I ordered it in August &amp; paid 163.98$ &amp; it hasn't come yet!",order_status,90.0,1
3251,Goal is to be so rich that i can buy all the books in my @115850 cart.,general_feedback_or_praise,60.0,
3252,"I beg you, @115850, spell check!
Dr. Scholls Women's Laser Pee Toe Black Leather Pumps -... https://t.co/7y7OzLx6ZT #Amazon",general_feedback_or_praise,70.0,
3253,"Worst experience with @AmazonHelp today in almost 15-16 years being customer of AMZN, CS @115850 is getting worse year by year",general_feedback_or_praise,80.0,11
3254,The @115850 delivery boys play MIL/nosey relatives role with excellence-where are you/with whom/why/why aren't you home when you know....?,delivery_problem,75.0,2
3255,@115850 Order # 408-2638076-8341900 was cancelled on 26th sep but my refund is still not initiated. Please work asap. Reg No- 8777602446,refund_or_return,85.0,3
3256,"@115821 @115850 
Cannot believe what had happened to your logistics network. 4 out of 5 purchases needed intervention before delivery.",delivery_problem,80.0,2
3257,@AmazonHelp When did you start using DPD? I pay for Amazon prime so that I can get my delivery the next day but they're crap,delivery_problem,85.0,2
3258,.@117795 Can you offer Prime Now in English in Germany or allow me to order from Prime Now online where Chrome can translate? Thx ❤️,other,50.0,
3259,"@115821 @115850 

ATS in Hari Nagar, Delhi sucks big time. Most of the time they update a wrong status blaming customer for their failure.",delivery_problem,80.0,2
3260,@115833 why does using multiroom disconnect my echoes from the Bluetooth devices?,app_or_site_technical,70.0,
3261,"@AmazonHelp  I don't want my order anymore, don't want a replacement too. Please refund my money and everything would be fine... pleeease https://t.co/k8FQV74nAx",refund_or_return,90.0,3
3262,@AmazonHelp I am really fed up with kind of delivery service.They guys are asking me to come at certain place to collect the package,delivery_problem,85.0,2
3263,@115850 I cancelled a order by mistake...can you please continue with the shipping process and deliver it to me?,cancellation_or_change,80.0,4
3264,Shoutout to the person who delivered my @115830 package and just threw it in the porch &amp; ran off. 👌,delivery_problem,85.0,2
3265,"@115858 touch not working of brand new iphone 7. Brought from @115850 (hate it)

Seriously you should look into this type of frauds https://t.co/KPkVRyO2O4",product_defect,80.0,6
3266,My neighbors @115830 parcel has been sat in my hall for a week now they haven’t been for it and are not answering their door. Any advice,other,60.0,
3267,@115830 send me the best presents. https://t.co/3RukHLBlYS,general_feedback_or_praise,50.0,
3268,"@115821 @AmazonHelp purchased these @11738 powerline adapters from you in 2015, lucky our house hasn't gone on fire. https://t.co/XQSgn271xS",product_defect,75.0,6
3269,@115850 Is there an issue with Amazon Pay today? Gift card payment option does not show Amazon Pay as an option!,billing_or_payment,80.0,5
3270,@115850 payment got failed due insufficient balance bank a/c. Can i pay the same amount using pay balance tomorrow of same order.,billing_or_payment,85.0,5
3271,@115850 it is very shameful that amazon is showing product on website is different to supply. It's damaged and low quality also.,product_defect,90.0,6
3272,"@115850 @118919 Received a Ceiling fan in Delivery from Amazon today against a Doll House Order.

#AmazingAmazon What's happening?",delivery_problem,85.0,2
3273,@115850 hey how to update the shipping address for an open order ?,cancellation_or_change,75.0,4
3274,"@115821 So Prime 1-day delivery means ""let's just say delivered &amp; leave it somewhere?"" Wronged employees = shit service, after all",delivery_problem,85.0,2
3275,"Look,dates promised in app n mail. Cheaters as they r today is 8th Oct still no resolution.No product. Pathetic #atrociousamazon @115850 https://t.co/Y1CNIjMFrR",delivery_problem,90.0,2
3276,"@115850 worst #cousmter satisfaction , #FOOLING  consumer #earning bank #intrest on the consumer money i.e need too be refunded .",refund_or_return,85.0,3
3277,"@115850 my order no.171-1825129-2048302 , I called like 15times to request if the package could be delivered today and not on 9th as given",order_status,80.0,1
3278,@AmazonHelp account says parcel has been delivered but it hasn't......,delivery_problem,85.0,2
3279,Amazon India. Very poor services. They have kept me wating for the pick of Dell Display  which I received in a damaged state. Sunday gone!!,product_defect,85.0,6
3280,"@115850 what gift card I will get when I purchase a product
I purchased a Bosch car washer of 8199rs",other,50.0,
3281,@115850 Can you please stop with these sales?!! https://t.co/eDdAOerG7f,general_feedback_or_praise,65.0,
3282,Go home @119625 you’re drunk https://t.co/sjQEHvV7q6,general_feedback_or_praise,40.0,
3283,@AmazonHelp @115850 @134258 the packaging of Philips qt4011 trimmer is different.is this the original product or duplicate?.pls help. https://t.co/g6bs1OXuIU,product_defect,75.0,6
3284,@115850 can u suggest any laptop with i5 8gb ram and windows 10?,other,50.0,
3285,@AmazonHelp Ya i reported the issue and got my refund but i missed the offer on pendrive which was on sale. I never wanted the money but that pendrive.,refund_or_return,80.0,3
3286,"I just went down an amazon prime wormhole, and where the fuck am I??",other,50.0,
3287,"Unable to Contact @115850 , Order was not delivered yesterday , phone was switched off, please re try delivery.",delivery_problem,85.0,2
3288,@AmazonHelp This is the latest message .. It's not the solution but creating a worst experience https://t.co/Lasw0ab6YX,general_feedback_or_praise,70.0,
3289,"@115850 poor quality book delivered . Did not expect this from amazon . Returning the book. Black marks , uneven pages , varying density https://t.co/DCflUQipPp",refund_or_return,90.0,3
3290,@AmazonHelp Reg:__email__ last 7 digit Order no:7206731 How long will this product get me AMAZON,order_status,80.0,1
3291,@AmazonHelp What is this man?? Ordered a product and sending fake product!! Not done and not expected 😡😡😠😠😠,product_defect,90.0,6
3292,@115850 my order still hasn’t reached me ?!!! https://t.co/hKpLoSxrUh,order_status,85.0,1
3293,@115850 You have excellent customer service that I know but still cannot provide a replacement for a fire TV stick remote? #disappointed,general_feedback_or_praise,70.0,
3294,"Guys plz be careful wn U order 4m amazon.have ordered a product &amp; received Stones in it,wn cld customrCre no response @115850 @AmazonHelp https://t.co/uiMSMwts5w",product_defect,85.0,6
3295,"@AmazonHelp Ordered a product on 24th Sept &amp; gonna get delivered on 11th Oct
I want it any how by 10th Oct. Ask the seller to deliver asap.",order_status,80.0,1
3296,@AmazonHelp but I have already Amazon balance what will do?,billing_or_payment,75.0,5
3297,1/2 @115821 @4088 @145869 when I added this product to my cart it was deliverable to 284128 but as I proceed for checkout https://t.co/bsgHuBqLiH,app_or_site_technical,60.0,
3298,@115850 @AmazonHelp didn't receive the products but app shows delivered. Pls help getting my order fulfilled. Tracking id: 216236684499 https://t.co/7nIdNPFn2P,delivery_problem,90.0,2
3299,"It gives me this message, however when I click update nothing happens. @115850 @AmazonHelp https://t.co/hMIbecmUsV",app_or_site_technical,70.0,
3300,@115850 pathetic service! Placing an order since 15days and it gets returned for no reason. Refund gets delayed. AMAZON SALE IS A FRAUD,refund_or_return,90.0,3
3301,"@AmazonHelp hello, My package was out for delivery but now it is saying it is delayed because courier was unable to arrange delivery",delivery_problem,90.0,2
3302,@115850 Delay in many delivery with wrong tracking statement (for Prime Customers) &amp; Fake Products received Totally Disappointed 😔😡,delivery_problem,85.0,2
3303,@AmazonHelp yes I shared all my details. https://t.co/r0hmhkf6Bq,other,50.0,
3304,@115850 i have ordered a leather jacket what comes out from the box is some kind of bag!! What's going on ?,product_defect,90.0,6
3305,@115850 Received a faulty product n requested for return. 10 days still pick is not done. it keeps on re-scheduling everyday. #PoorService,refund_or_return,85.0,3
3306,@115850 @115821 the saddest wait time ever. 1st delivered a faulty product &amp; replacement takes so long #shameamazon https://t.co/MyEATNaMOY,delivery_problem,85.0,2
3307,"Another Sunday playing Chicken with the Amazon logistics driver. I need to go out and get milk, but I need to wait for my parcel.",order_status,70.0,
3308,@AmazonHelp @115850 I am waiting since 7am for ur delivery guy to pick the return. Can u Plz check where he disappeared,delivery_problem,80.0,2
3309,@115850 When does the cash back gets credited in my Pay balance??,billing_or_payment,60.0,
3310,@115850 today is gone https://t.co/CnhyYyEcBQ,general_feedback_or_praise,50.0,
3311,@115850 shipng date SEP 21..till now not deliverd https://t.co/BPGoYUK3pk,order_status,85.0,1
3312,@115850  why not exchange offer other area pincode.492001,other,40.0,
